Lotid,Exporter Clean,Initial Stock,Entry Date,Variety
24TRA101682,BORQUEZ,75,06/15/2024,BI-COLOR
24TRA101682,BORQUEZ,180,06/15/2024,FLAME
24TRA101682,BORQUEZ,75,06/15/2024,PASSION FIRE-ORG
24TRA101682,BORQUEZ,1800,06/15/2024,SUGAR DROP - ORG
24TRA101684,BORQUEZ,180,06/15/2024,FLAME
24TRA101684,BORQUEZ,180,06/15/2024,FLAME
24TRA101684,BORQUEZ,225,06/15/2024,FLAME
24TRA101684,BORQUEZ,1575,06/15/2024,FLAME
24TRA101691,BORQUEZ,1350,06/15/2024,FLAME
24TRA101691,BORQUEZ,810,06/15/2024,FLAME
24TRA101702,BORQUEZ,1125,06/17/2024,FLAME
24TRA101702,BORQUEZ,975,06/17/2024,SUGAR DROP - ORG
24TRA101711,BORQUEZ,900,06/18/2024,FLAME
24TRA101711,BORQUEZ,1200,06/18/2024,PASSION FIRE-ORG
24TRA101746,BORQUEZ,900,06/21/2024,PASSION FIRE-ORG
24TRA101765,BORQUEZ,270,06/22/2024,PASSION FIRE-ORG
24TRA101768,BORQUEZ,810,06/23/2024,PASSION FIRE
24TRA101773,BORQUEZ,270,06/23/2024,FLAME
24TRA101773,BORQUEZ,1050,06/23/2024,FLAME
24TRA101773,BORQUEZ,150,06/23/2024,SUGAR DROP
24TRA101785,BORQUEZ,2520,06/25/2024,FLAME
24TRA101786,BORQUEZ,900,06/25/2024,FLAME
24TRA101790,BORQUEZ,2520,06/25/2024,FLAME
24TRA101794,BORQUEZ,720,06/26/2024,PASSION FIRE
24TRA101796,BORQUEZ,2520,06/26/2024,PASSION FIRE
24TRA101797,BORQUEZ,2520,06/26/2024,PASSION FIRE
24TRA101801,BORQUEZ,2520,06/27/2024,FLAME
24TRA101802,BORQUEZ,2520,06/27/2024,FLAME
24TRA101804,BORQUEZ,1080,06/27/2024,FLAME
24TRA101805,BORQUEZ,750,06/28/2024,PASSION FIRE
24TRA101805,BORQUEZ,225,06/28/2024,PASSION FIRE
24TRA101805,BORQUEZ,270,06/29/2024,PASSION FIRE
24TRA101806,BORQUEZ,2100,06/28/2024,PASSION FIRE
24TRA101808,BORQUEZ,900,06/27/2024,PASSION FIRE
24TRA101808,BORQUEZ,1350,06/27/2024,PASSION FIRE-ORG
24TRA101814,BORQUEZ,1650,06/28/2024,PASSION FIRE
24TRA101816,BORQUEZ,1890,06/28/2024,FLAME
24TRA101818,BORQUEZ,2520,06/28/2024,PASSION FIRE
24TRA101821,BORQUEZ,2520,07/01/2024,FLAME
24TRA101823,BORQUEZ,1440,07/01/2024,FLAME
24TRA101829,BORQUEZ,1170,07/03/2024,FLAME
24TRA104662,BORQUEZ,270,05/16/2024,EARLY SWEET
24TRA104662,BORQUEZ,320,05/16/2024,EARLY SWEET
24TRA104668,BORQUEZ,1200,05/17/2024,EARLY SWEET
24TRA104670,BORQUEZ,2160,05/18/2024,EARLY SWEET
24TRA104670,BORQUEZ,80,05/18/2024,EARLY SWEET
24TRA104671,BORQUEZ,640,05/20/2024,EARLY SWEET
24TRA104671,BORQUEZ,80,05/20/2024,EARLY SWEET
24TRA104675,BORQUEZ,2240,05/20/2024,EARLY SWEET
24TRA104676,BORQUEZ,2240,05/20/2024,EARLY SWEET
24TRA104677,BORQUEZ,2520,05/20/2024,EARLY SWEET
24TRA104678,BORQUEZ,2520,05/20/2024,EARLY SWEET
24TRA104679,BORQUEZ,1710,05/20/2024,EARLY SWEET
24TRA104686,BORQUEZ,2520,05/21/2024,EARLY SWEET
24TRA104687,BORQUEZ,1080,05/21/2024,EARLY SWEET
24TRA104691,BORQUEZ,2520,05/22/2024,EARLY SWEET
24TRA104695,BORQUEZ,2240,05/22/2024,EARLY SWEET
24TRA104696,BORQUEZ,80,05/22/2024,EARLY SWEET
24TRA104696,BORQUEZ,1280,05/22/2024,EARLY SWEET
24TRA104698,BORQUEZ,2520,05/22/2024,EARLY SWEET
24TRA104699,BORQUEZ,2240,05/23/2024,EARLY SWEET
24TRA104700,BORQUEZ,2520,05/23/2024,EARLY SWEET
24TRA104701,BORQUEZ,270,05/24/2024,EARLY SWEET
24TRA104701,BORQUEZ,2000,05/24/2024,EARLY SWEET
24TRA104702,BORQUEZ,900,05/23/2024,EARLY SWEET
24TRA104704,BORQUEZ,2520,05/24/2024,EARLY SWEET
24TRA104706,BORQUEZ,560,05/24/2024,EARLY SWEET
24TRA104707,BORQUEZ,2100,05/24/2024,EARLY SWEET
24TRA104708,BORQUEZ,375,05/24/2024,EARLY SWEET
24TRA104708,BORQUEZ,1725,05/24/2024,EARLY SWEET
24TRA104709,BORQUEZ,2240,05/24/2024,EARLY SWEET
24TRA104710,BORQUEZ,2520,05/25/2024,EARLY SWEET
24TRA104711,BORQUEZ,1980,05/25/2024,EARLY SWEET
24TRA104712,BORQUEZ,1980,05/25/2024,EARLY SWEET
24TRA104713,BORQUEZ,480,05/26/2024,EARLY SWEET
24TRA104713,BORQUEZ,1200,05/26/2024,EARLY SWEET
24TRA104714,BORQUEZ,160,05/26/2024,EARLY SWEET
24TRA104714,BORQUEZ,1520,05/26/2024,EARLY SWEET
24TRA104716,BORQUEZ,2340,05/26/2024,EARLY SWEET
24TRA104718,BORQUEZ,1440,05/26/2024,EARLY SWEET
24TRA104723,BORQUEZ,2240,05/28/2024,EARLY SWEET
24TRA104724,BORQUEZ,320,05/27/2024,EARLY SWEET
24TRA104724,BORQUEZ,720,05/27/2024,EARLY SWEET
24TRA104726,BORQUEZ,1760,05/29/2024,EARLY SWEET
24TRA104727,BORQUEZ,1760,05/29/2024,EARLY SWEET
24TRA104728,BORQUEZ,1760,05/29/2024,EARLY SWEET
24TRA104729,BORQUEZ,220,05/29/2024,EARLY SWEET
24TRA104729,BORQUEZ,1600,05/29/2024,EARLY SWEET
24TRA104730,BORQUEZ,1430,05/29/2024,EARLY SWEET
24TRA104737,BORQUEZ,770,05/29/2024,EARLY SWEET
24TRA104737,BORQUEZ,1360,05/29/2024,EARLY SWEET
24TRA104738,BORQUEZ,1650,05/30/2024,EARLY SWEET
24TRA104739,BORQUEZ,1760,05/30/2024,EARLY SWEET
24TRA104740,BORQUEZ,2340,05/31/2024,EARLY SWEET
24TRA104740,BORQUEZ,180,05/31/2024,EARLY SWEET
24TRA104741,BORQUEZ,2520,05/31/2024,EARLY SWEET
24TRA104744,BORQUEZ,1650,05/31/2024,EARLY SWEET
24TRA104745,BORQUEZ,1980,05/31/2024,EARLY SWEET
24TRA104746,BORQUEZ,2100,05/31/2024,EARLY SWEET
24TRA104747,BORQUEZ,440,05/31/2024,EARLY SWEET
24TRA104747,BORQUEZ,720,05/31/2024,EARLY SWEET
24TRA104747,BORQUEZ,300,05/31/2024,EARLY SWEET
24TRA104752,BORQUEZ,90,05/31/2024,EARLY SWEET
24TRA104752,BORQUEZ,1890,05/31/2024,EARLY SWEET
24TRA104753,BORQUEZ,1620,05/31/2024,EARLY SWEET
24TRA104753,BORQUEZ,900,05/31/2024,EARLY SWEET
24TRA104756,BORQUEZ,375,06/01/2024,EARLY SWEET
24TRA104756,BORQUEZ,1275,06/01/2024,EARLY SWEET
24TRA104757,BORQUEZ,1680,06/01/2024,EARLY SWEET
24TRA104758,BORQUEZ,975,06/01/2024,EARLY SWEET
24TRA104758,BORQUEZ,720,06/01/2024,EARLY SWEET
24TRA104762,BORQUEZ,675,06/01/2024,EARLY SWEET
24TRA104764,BORQUEZ,240,06/02/2024,EARLY SWEET
24TRA104764,BORQUEZ,2000,06/02/2024,EARLY SWEET
24TRA104765,BORQUEZ,1260,06/02/2024,EARLY SWEET
24TRA104765,BORQUEZ,750,06/02/2024,EARLY SWEET
24TRA104765,BORQUEZ,300,06/02/2024,EARLY SWEET
24TRA104766,BORQUEZ,2100,06/02/2024,EARLY SWEET
24TRA104767,BORQUEZ,630,06/02/2024,EARLY SWEET
24TRA104767,BORQUEZ,2090,06/02/2024,EARLY SWEET
24TRA104768,BORQUEZ,2340,06/02/2024,EARLY SWEET
24TRA104771,BORQUEZ,1980,06/03/2024,EARLY SWEET
24TRA104772,BORQUEZ,1980,06/03/2024,EARLY SWEET
24TRA104773,BORQUEZ,1650,06/03/2024,EARLY SWEET
24TRA104774,BORQUEZ,2520,06/03/2024,EARLY SWEET
24TRA104775,BORQUEZ,2520,06/03/2024,EARLY SWEET
24TRA104776,BORQUEZ,1800,06/03/2024,EARLY SWEET
24TRA104776,BORQUEZ,300,06/03/2024,EARLY SWEET
24TRA104777,BORQUEZ,360,06/03/2024,EARLY SWEET
24TRA104777,BORQUEZ,360,06/03/2024,EARLY SWEET
24TRA104777,BORQUEZ,750,06/03/2024,EARLY SWEET
24TRA104779,BORQUEZ,2520,06/04/2024,EARLY SWEET
24TRA104781,BORQUEZ,2520,06/04/2024,EARLY SWEET
24TRA104782,BORQUEZ,825,06/04/2024,EARLY SWEET
24TRA104782,BORQUEZ,600,06/04/2024,EARLY SWEET
24TRA104784,BORQUEZ,360,06/05/2024,EARLY SWEET
24TRA104784,BORQUEZ,450,06/05/2024,EARLY SWEET
24TRA104784,BORQUEZ,1425,06/05/2024,EARLY SWEET
24TRA104785,BORQUEZ,2520,06/04/2024,EARLY SWEET
24TRA104787,BORQUEZ,2520,06/05/2024,EARLY SWEET
24TRA104788,BORQUEZ,2520,06/05/2024,EARLY SWEET
24TRA104790,BORQUEZ,2430,06/06/2024,EARLY SWEET
24TRA104790,BORQUEZ,90,06/06/2024,EARLY SWEET
24TRA104800,BORQUEZ,1980,06/06/2024,EARLY SWEET
24TRA104801,BORQUEZ,1980,06/06/2024,EARLY SWEET
24TRA104804,BORQUEZ,2520,06/06/2024,EARLY SWEET
24TRA104805,BORQUEZ,1530,06/07/2024,EARLY SWEET
24TRA104807,BORQUEZ,2100,06/07/2024,EARLY SWEET
24TRA104808,BORQUEZ,1890,06/06/2024,EARLY SWEET
24TRA104808,BORQUEZ,525,06/06/2024,EARLY SWEET
24TRA104809,BORQUEZ,1980,06/07/2024,EARLY SWEET
24TRA104810,BORQUEZ,150,06/07/2024,EARLY SWEET
24TRA104815,BORQUEZ,1980,06/07/2024,EARLY SWEET
24TRA104816,BORQUEZ,1980,06/07/2024,EARLY SWEET
24TRA104820,BORQUEZ,2250,06/07/2024,EARLY SWEET
24TRA104820,BORQUEZ,270,06/07/2024,EARLY SWEET
24TRA104823,BORQUEZ,1440,06/08/2024,EARLY SWEET
24TRA104825,BORQUEZ,1980,06/08/2024,EARLY SWEET
24TRA104826,BORQUEZ,360,06/08/2024,EARLY SWEET
24TRA104826,BORQUEZ,1620,06/08/2024,EARLY SWEET
24TRA104827,BORQUEZ,1980,06/08/2024,EARLY SWEET
24TRA104831,BORQUEZ,2100,06/09/2024,EARLY SWEET
24TRA104832,BORQUEZ,1500,06/09/2024,EARLY SWEET
24TRA104833,BORQUEZ,180,06/10/2024,EARLY SWEET
24TRA104833,BORQUEZ,630,06/10/2024,EARLY SWEET
24TRA104833,BORQUEZ,1425,06/10/2024,EARLY SWEET
24TRA104836,BORQUEZ,450,06/10/2024,EARLY SWEET
24TRA104838,BORQUEZ,2520,06/10/2024,EARLY SWEET
24TRA104839,BORQUEZ,1170,06/10/2024,EARLY SWEET
24TRA104839,BORQUEZ,1350,06/10/2024,EARLY SWEET
24TRA104842,BORQUEZ,2340,06/11/2024,EARLY SWEET
24TRA104844,BORQUEZ,1980,06/11/2024,EARLY SWEET
24TRA104845,BORQUEZ,540,06/12/2024,EARLY SWEET
24TRA104845,BORQUEZ,1650,06/12/2024,EARLY SWEET
24TRA104846,BORQUEZ,270,06/12/2024,EARLY SWEET
24TRA104846,BORQUEZ,1080,06/12/2024,EARLY SWEET
24TRA104846,BORQUEZ,1170,06/12/2024,EARLY SWEET
24TRA104848,BORQUEZ,2520,06/12/2024,EARLY SWEET
24TRA104849,BORQUEZ,990,06/12/2024,EARLY SWEET
24TRA104849,BORQUEZ,825,06/12/2024,EARLY SWEET
24TRA104850,BORQUEZ,1079,06/12/2024,EARLY SWEET
24TRA104850,BORQUEZ,750,06/12/2024,EARLY SWEET
24TRA104857,BORQUEZ,2520,06/13/2024,EARLY SWEET
24TRA104859,BORQUEZ,2100,06/13/2024,EARLY SWEET
24TRA104866,BORQUEZ,1980,06/14/2024,EARLY SWEET
24TRA104867,BORQUEZ,1980,06/14/2024,EARLY SWEET
24TRA104868,BORQUEZ,1425,06/14/2024,EARLY SWEET
24TRA104870,BORQUEZ,2520,06/14/2024,EARLY SWEET
24TRA104871,BORQUEZ,375,06/14/2024,EARLY SWEET
24TRA104871,BORQUEZ,1840,06/14/2024,EARLY SWEET
24TRA104872,BORQUEZ,2520,06/15/2024,EARLY SWEET
24TRA104873,BORQUEZ,2520,06/15/2024,EARLY SWEET
24TRA104874,BORQUEZ,1980,06/15/2024,EARLY SWEET
24TRA104876,BORQUEZ,1800,06/17/2024,EARLY SWEET
24TRA104878,BORQUEZ,2520,06/17/2024,EARLY SWEET
24TRA104879,BORQUEZ,1980,06/17/2024,EARLY SWEET
24TRA104880,BORQUEZ,1980,06/17/2024,EARLY SWEET
24TRA104882,BORQUEZ,2520,06/18/2024,EARLY SWEET
24TRA104884,BORQUEZ,2520,06/19/2024,EARLY SWEET
24TRA104888,BORQUEZ,450,06/19/2024,EARLY SWEET
0001-0010239,ECO,1800,11/12/2023,SWEET GLOBE
0001-0010317,ECO,1800,11/27/2023,SWEET GLOBE
0001-0010320,ECO,1800,11/21/2023,SWEET GLOBE
0001-0010321,ECO,1800,11/21/2023,SWEET GLOBE
0001-0010325,ECO,1800,11/21/2023,SWEET GLOBE
0001-0010352,ECO,1800,11/21/2023,CRIMSON
0001-0010355,ECO,1800,11/21/2023,CRIMSON
0001-0010361,ECO,1800,11/17/2023,CRIMSON
0001-0010384,ECO,1800,11/21/2023,SWEET GLOBE
0001-0010387,ECO,1800,11/21/2023,SWEETCELEBRATION
0001-0010444,ECO,1800,11/22/2023,CRIMSON
0001-0010447,ECO,1800,11/22/2023,CRIMSON
0001-0010489,ECO,1800,11/22/2023,CRIMSON
0001-0010562,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010564,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010565,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010583,ECO,1800,11/24/2023,CRIMSON
0001-0010651,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010653,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010695,ECO,1800,11/29/2023,SWEET FAVORS
0001-0010698,ECO,1600,11/29/2023,SWEET GLOBE
0001-0010704,ECO,1800,11/29/2023,CRIMSON
0001-0010713,ECO,1800,12/04/2023,SWEET FAVORS
0001-0010727,ECO,1800,11/29/2023,CRIMSON
0001-0010734,ECO,1800,12/08/2023,SWEETCELEBRATION
0001-0010758,ECO,1800,11/29/2023,SWEET FAVORS
0001-0010768,ECO,1800,12/08/2023,SWEET FAVORS
0001-0010793,ECO,1530,12/09/2023,SWEET GLOBE
0001-0010793,ECO,270,12/09/2023,SWEETCELEBRATION
0001-0010802,ECO,1800,12/15/2023,CRIMSON
0001-0010850,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010851,ECO,1800,11/29/2023,SWEET GLOBE
0001-0010947,ECO,1700,11/29/2023,SWEET GLOBE
0001-0010970,ECO,1700,11/29/2023,SWEETCELEBRATION
0001-0010973,ECO,1800,12/08/2023,SWEET FAVORS
0001-0010978,ECO,1800,12/04/2023,SWEETCELEBRATION
0001-0010989,ECO,1700,12/10/2023,SWEET GLOBE
0001-0010998,ECO,1700,12/10/2023,SWEET GLOBE
0001-0011035,ECO,1800,12/15/2023,SWEETCELEBRATION
0001-0011045,ECO,1800,12/08/2023,CRIMSON
0001-0011049,ECO,1800,12/15/2023,CRIMSON
0001-0011056,ECO,1800,12/15/2023,SWEET FAVORS
0001-0011069,ECO,1800,12/15/2023,SWEET FAVORS
0001-0011104,ECO,720,12/15/2023,CRIMSON
0001-0011104,ECO,1080,12/15/2023,SWEETCELEBRATION
0001-0011110,ECO,1800,12/15/2023,SWEET GLOBE
0001-0011130,ECO,1800,12/08/2023,SWEET GLOBE
0001-0011155,ECO,1800,12/08/2023,SWEET GLOBE
0001-0011175,ECO,1800,12/08/2023,SWEET FAVORS
0001-0011222,ECO,1600,12/10/2023,SWEETCELEBRATION
0001-0011277,ECO,1600,12/10/2023,SWEETCELEBRATION
0001-0011312,ECO,1800,12/12/2023,SWEET GLOBE
0001-0011330,ECO,1800,12/12/2023,SWEET GLOBE
0001-0011345,ECO,1800,12/15/2023,SWEET FAVORS
0001-0011354,ECO,1800,12/15/2023,CRIMSON
0001-0011411,ECO,1600,12/15/2023,SWEET GLOBE
0001-0011419,ECO,1800,12/15/2023,CRIMSON
0001-0011441,ECO,1600,12/15/2023,SWEET GLOBE
0001-0011468,ECO,1800,12/17/2023,SWEET FAVORS
0001-0011483,ECO,1800,12/15/2023,SWEET GLOBE
0001-0011515,ECO,1800,12/17/2023,CRIMSON
0001-0011544,ECO,1600,12/15/2023,SWEET GLOBE
0001-0011545,ECO,1600,12/15/2023,SWEET GLOBE
0001-0011551,ECO,1600,12/15/2023,SWEETCELEBRATION
0001-0011557,ECO,1600,12/17/2023,SWEET GLOBE
0001-0011606,ECO,1600,12/15/2023,SWEET GLOBE
23E402041013,ELC,960,02/07/2024,IVORY
23E402041013,ELC,864,02/07/2024,IVORY
23E402041013,ELC,288,02/07/2024,PASSION FIRE
BMOU9248284,ELC,648,02/21/2024,ALLISON
BMOU9248284,ELC,80,02/21/2024,GREAT GREEN
BMOU9248284,ELC,240,02/21/2024,GREAT GREEN
BMOU9248284,ELC,108,02/21/2024,IVORY
BMOU9248284,ELC,160,02/21/2024,IVORY
BMOU9248284,ELC,320,02/21/2024,TIMCO
BMOU9248284,ELC,240,02/21/2024,TIMCO
BMOU9248290,ELC,1944,02/29/2024,ALLISON
BMOU9248290,ELC,216,02/29/2024,IVORY
BMOU9293452,ELC,1188,03/02/2024,ALLISON
BMOU9293452,ELC,216,03/02/2024,ALLISON
BMOU9293452,ELC,324,03/02/2024,IVORY
BMOU9293452,ELC,240,03/02/2024,TIMCO
BMOU9293452,ELC,80,03/02/2024,TIMCO
BMOU9293600,ELC,640,03/02/2024,ALLISON
BMOU9293600,ELC,400,03/02/2024,ALLISON
BMOU9293600,ELC,80,03/02/2024,GREAT GREEN
BMOU9293600,ELC,80,03/02/2024,IVORY
BMOU9293600,ELC,240,03/02/2024,TIMCO
BMOU9293600,ELC,160,03/02/2024,TIMCO
BMOU9330941,ELC,720,03/05/2024,ALLISON
BMOU9330941,ELC,880,03/05/2024,ALLISON
BMOU9331378,ELC,540,03/12/2024,ALLISON
BMOU9331378,ELC,648,03/12/2024,ALLISON
BMOU9331378,ELC,560,03/12/2024,ALLISON
BMOU9331378,ELC,160,03/12/2024,ALLISON
BMOU9337695,ELC,324,03/04/2024,ALLISON
BMOU9337695,ELC,1080,03/04/2024,ALLISON
BMOU9337695,ELC,432,03/04/2024,GREAT GREEN
BMOU9337695,ELC,324,03/04/2024,GREAT GREEN
BMOU9338599,ELC,1620,03/04/2024,GREAT GREEN
BMOU9338599,ELC,540,03/04/2024,GREAT GREEN
BMOU9338855,ELC,80,02/29/2024,TIMCO
BMOU9338855,ELC,640,02/29/2024,TIMCO
BMOU9338855,ELC,880,02/29/2024,TIMCO
BMOU9345509,ELC,1296,02/07/2024,IVORY
BMOU9345509,ELC,864,02/07/2024,PASSION FIRE
BMOU9352278,ELC,1600,02/07/2024,IVORY
CXRU1582880,ELC,2160,02/08/2024,IVORY
MSDU9850290,ELC,432,03/16/2024,ALLISON
MSDU9850290,ELC,560,03/16/2024,ALLISON
MSDU9850290,ELC,320,03/16/2024,ALLISON
MSDU9850290,ELC,400,03/16/2024,ALLISON
OTPU6082080,ELC,972,02/13/2024,IVORY
OTPU6082080,ELC,880,02/13/2024,IVORY
OTPU6085602,ELC,1600,02/13/2024,IVORY
OTPU6320770,ELC,1404,02/29/2024,ALLISON
OTPU6320770,ELC,756,02/29/2024,IVORY
OTPU6321591,ELC,1944,02/13/2024,IVORY
OTPU6321591,ELC,216,02/13/2024,PASSION FIRE
OTPU6323260,ELC,1404,02/29/2024,ALLISON
OTPU6323260,ELC,756,02/29/2024,IVORY
OTPU6374122,ELC,560,02/21/2024,GREAT GREEN
OTPU6374122,ELC,1040,02/21/2024,GREAT GREEN
OTPU6374375,ELC,640,02/21/2024,GREAT GREEN
OTPU6374375,ELC,960,02/21/2024,GREAT GREEN
OTPU6374842,ELC,1600,02/22/2024,IVORY
OTPU6374930,ELC,880,02/23/2024,GREAT GREEN
OTPU6374930,ELC,720,02/23/2024,GREAT GREEN
OTPU6375005,ELC,320,02/29/2024,GREAT GREEN
OTPU6375005,ELC,880,02/29/2024,GREAT GREEN
OTPU6375005,ELC,400,02/29/2024,IVORY
OTPU6375330,ELC,2160,02/13/2024,IVORY
SEGU9181341,ELC,160,03/27/2024,ALLISON
SEGU9181341,ELC,216,03/27/2024,ALLISON
SEGU9181341,ELC,480,03/27/2024,ALLISON
SEGU9181341,ELC,800,03/27/2024,ALLISON
SEGU9625852,ELC,640,02/23/2024,TIMCO
SEGU9625852,ELC,960,02/23/2024,TIMCO
SEGU9696347,ELC,2160,02/07/2024,IVORY
SEGU9721120,ELC,2160,02/07/2024,IVORY
SEGU9740922,ELC,80,02/22/2024,GREAT GREEN
SEGU9740922,ELC,560,02/22/2024,GREAT GREEN
SEGU9740922,ELC,480,02/22/2024,TIMCO
SEGU9740922,ELC,480,02/22/2024,TIMCO
SEGU9776503,ELC,400,03/06/2024,ALLISON
SEGU9776503,ELC,880,03/06/2024,ALLISON
SEGU9776503,ELC,320,03/06/2024,ALLISON
SEKU9181500,ELC,2160,02/07/2024,IVORY
SEKU9295544,ELC,800,02/22/2024,TIMCO
SEKU9295544,ELC,800,02/22/2024,TIMCO
TTNU8498921,ELC,324,03/25/2024,ALLISON
TTNU8498921,ELC,108,03/25/2024,ALLISON
TTNU8498921,ELC,1728,03/25/2024,ALLISON
MEDU9701534,MDT,1600,04/20/2024,SWEETCELEBRATION
MEDU9760537,MDT,1600,04/20/2024,SWEETCELEBRATION
MSDU9036869,MDT,1600,05/05/2024,SWEET GLOBE
SEGU9281314,MDT,1700,05/29/2024,CRIMSON
SZLU9085547,MDT,1600,05/10/2024,SWEET GLOBE
TEMU9022372,MDT,1600,04/28/2024,SWEETCELEBRATION
TEMU9178827,MDT,1445,05/29/2024,CRIMSON
TEMU9178827,MDT,255,05/29/2024,CRIMSON
TRIU8018082,MDT,1600,05/05/2024,SWEETCELEBRATION
23Q166414132,Quintay,1920,04/21/2024,CRIMSON
23Q166414132,Quintay,1200,04/21/2024,CRIMSON
23Q166414132,Quintay,1500,04/21/2024,CRIMSON
23Q166414132,Quintay,7678,04/21/2024,RED GLOBE
23Q771413169,Quintay,1440,04/09/2024,RED GLOBE
23Q771413169,Quintay,2805,04/09/2024,Unknown Variety
23Q771413169,Quintay,5014,04/09/2024,Unknown Variety
