Exporter,Lotid,Inventory Balance,Date,Days In Inventory,Variety,Packaging Style
Agrolatina,24A4259020,320.0,03/28/2025,29,IVORY,Clam
Agrolatina,24A4260231,800.0,02/20/2025,0,TIMCO,Clam
Agrolatina,24A4267616,680.0,04/02/2025,41,COTTON CANDY,Clam
Agrolatina,24A4286880,133.0,03/12/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4295897,80.0,03/25/2025,33,IVORY,Clam
Agrolatina,24A4305070,202.0,05/07/2025,72,TIMCO,Clam
Agrolatina,24A4306950,0.0,02/17/2025,32,ALLISON,Clam
Agrolatina,24A4307339,514.0,02/05/2025,8,IVORY,Clam
Agrolatina,24A4313115,205.0,03/13/2025,21,SWEET GLOBE,Clam
Agrolatina,24A4315484,0.0,02/27/2025,42,ALLISON,Clam
Agrolatina,24A4318375,0.0,03/11/2025,19,SWEET GLOBE,Clam
Agrolatina,24A4324130,720.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A4336403,0.0,04/24/2025,59,TIMCO,Clam
Agrolatina,24A4345004,0.0,04/14/2025,35,TIMCO,Clam
Agrolatina,24A4348894,880.0,04/15/2025,47,SWEET GLOBE,Bag
Agrolatina,24A4363970,0.0,02/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A4373454,860.0,04/02/2025,41,COTTON CANDY,Clam
Agrolatina,24A4380915,0.0,03/27/2025,31,SWEET FAVORS,Clam
Agrolatina,24A4384150,100.0,04/17/2025,73,SWEET FAVORS,Bag
Agrolatina,24A4400040,120.0,02/13/2025,16,CANDY DREAMS,Clam
Agrolatina,24A4402167,455.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4410780,53.0,02/28/2025,29,SWEET GLOBE,Clam
Agrolatina,24A4412798,604.0,03/19/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4413285,0.0,04/04/2025,39,TIMCO,Clam
Agrolatina,24A4414698,292.0,02/28/2025,29,SWEET GLOBE,Bag
Agrolatina,24A4418013,0.0,04/14/2025,35,TIMCO,Clam
Agrolatina,24A4420509,573.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4421676,80.0,05/03/2025,68,TIMCO,Clam
Agrolatina,24A4431381,280.0,03/19/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4433018,0.0,03/03/2025,46,ALLISON,Clam
Agrolatina,24A4440022,160.0,03/07/2025,15,COTTON CANDY,Clam
Agrolatina,24A4440260,0.0,03/20/2025,28,ALLISON,Clam
Agrolatina,24A4444481,200.0,03/14/2025,22,SWEET GLOBE,Clam
Agrolatina,24A4452337,95.0,03/12/2025,20,IVORY,Bag
Agrolatina,24A4452743,220.0,04/21/2025,60,CANDY DREAMS,Clam
Agrolatina,24A4453082,240.0,02/03/2025,23,ALLISON,Clam
Agrolatina,24A4453117,400.0,01/18/2025,9,SWEET GLOBE,Clam
Agrolatina,24A4453328,0.0,01/31/2025,22,SWEET GLOBE,Clam
Agrolatina,24A4453354,960.0,03/19/2025,9,AUTUMN CRISP,Clam
Agrolatina,24A4453821,320.0,01/18/2025,9,ALLISON,Clam
Agrolatina,24A4461869,0.0,02/13/2025,28,SWEET GLOBE,Clam
Agrolatina,24A4464106,220.0,03/29/2025,33,IVORY,Clam
Agrolatina,24A4469540,191.0,03/15/2025,16,SWEET GLOBE,Clam
Agrolatina,24A4473094,0.0,02/21/2025,10,ALLISON,Clam
Agrolatina,24A4477741,480.0,03/19/2025,9,AUTUMN CRISP,Clam
Agrolatina,24A4483934,409.0,03/21/2025,29,COTTON CANDY,Clam
Agrolatina,24A4490424,270.0,04/01/2025,40,SWEET GLOBE,Bag
Agrolatina,24A4492509,160.0,02/15/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4494667,1600.0,12/07/2024,0,CANDY SNAP,Clam
Agrolatina,24A4499376,0.0,02/13/2025,28,SWEET GLOBE,Clam
Agrolatina,24A4501200,1600.0,12/30/2024,0,SWEET GLOBE,Clam
Agrolatina,24A4501982,1200.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A4508502,190.0,03/17/2025,18,SWEET GLOBE,Clam
Agrolatina,24A4508647,80.0,02/19/2025,34,ALLISON,Clam
Agrolatina,24A4508760,960.0,02/24/2025,0,AUTUMN CRISP,Bag
Agrolatina,24A4520010,25.0,03/17/2025,40,IVORY,Bag
Agrolatina,24A4520160,0.0,05/03/2025,68,TIMCO,Clam
Agrolatina,24A4520690,0.0,05/03/2025,68,AUTUMN CRISP,Clam
Agrolatina,24A4520827,0.0,03/14/2025,22,TIMCO,Clam
Agrolatina,24A4520880,80.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4521588,30.0,03/14/2025,57,ALLISON,Clam
Agrolatina,24A4522389,0.0,02/18/2025,15,SWEET GLOBE,Clam
Agrolatina,24A4526091,360.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4527077,400.0,03/13/2025,38,SWEET GLOBE,Clam
Agrolatina,24A4528941,50.0,03/12/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4532432,60.0,03/29/2025,37,IVORY,Clam
Agrolatina,24A4532514,0.0,03/25/2025,42,SWEET GLOBE,Bag
Agrolatina,24A4534923,0.0,05/03/2025,68,TIMCO,Clam
Agrolatina,24A4536741,0.0,03/28/2025,32,TIMCO,Clam
Agrolatina,24A4536931,0.0,05/03/2025,68,TIMCO,Clam
Agrolatina,24A4553369,0.0,04/01/2025,19,AUTUMN CRISP,Clam
Agrolatina,24A4562864,0.0,04/05/2025,26,TIMCO,Clam
Agrolatina,24A4746398,315.0,03/05/2025,34,SWEET GLOBE,Clam
Agrolatina,24A5000140,0.0,03/17/2025,33,TIMCO,Clam
Agrolatina,24A5000602,0.0,04/13/2025,34,TIMCO,Clam
Agrolatina,24A5000665,0.0,04/03/2025,31,TIMCO,Clam
Agrolatina,24A5000990,0.0,01/13/2025,5,ALLISON,Clam
Agrolatina,24A5002204,1040.0,12/29/2024,0,SWEET GLOBE,Clam
Agrolatina,24A5002210,0.0,04/16/2025,16,JACK SALUTE,Clam
Agrolatina,24A5002396,880.0,02/24/2025,0,TIMCO,Clam
Agrolatina,24A5002518,0.0,03/27/2025,38,TIMCO,Clam
Agrolatina,24A5003140,1440.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A5008780,0.0,04/26/2025,26,JACK SALUTE,Clam
Agrolatina,24A5010283,0.0,05/07/2025,14,SWEET GLOBE,Clam
Agrolatina,24A5018432,167.0,03/28/2025,32,COTTON CANDY,Clam
Agrolatina,24A5018643,0.0,03/15/2025,26,AUTUMN CRISP,Clam
Agrolatina,24A5018788,720.0,12/23/2024,7,IVORY,Clam
Agrolatina,24A5019742,0.0,03/10/2025,28,TIMCO,Clam
Agrolatina,24A5020050,0.0,02/21/2025,29,AUTUMN CRISP,Clam
Agrolatina,24A5020229,0.0,01/22/2025,9,SWEET FAVORS,Clam
Agrolatina,24A5020234,0.0,01/29/2025,16,SWEET GLOBE,Clam
Agrolatina,24A5020300,0.0,02/18/2025,19,SWEET FAVORS,Clam
Agrolatina,24A5020379,0.0,01/23/2025,10,IVORY,Clam
Agrolatina,24A5020384,0.0,01/22/2025,9,SWEET FAVORS,Clam
Agrolatina,24A5020424,345.0,03/06/2025,35,CANDY DREAMS,Clam
Agrolatina,24A5020445,0.0,04/13/2025,34,TIMCO,Clam
Agrolatina,24A5020580,0.0,02/11/2025,19,ALLISON,Clam
Agrolatina,24A5020635,0.0,01/18/2025,5,SWEET FAVORS,Clam
Agrolatina,24A5020656,0.0,01/21/2025,8,SWEET FAVORS,Clam
Agrolatina,24A5020661,92.0,03/11/2025,40,CANDY DREAMS,Clam
Agrolatina,24A5020701,18.0,03/06/2025,52,CANDY DREAMS,Clam
Agrolatina,24A5020722,0.0,02/17/2025,18,AUTUMN CRISP,Clam
Agrolatina,24A5020804,0.0,02/26/2025,44,SWEET FAVORS,Clam
Agrolatina,24A5020888,0.0,01/30/2025,10,SWEET GLOBE,Clam
Agrolatina,24A5020980,0.0,01/31/2025,11,SWEET GLOBE,Clam
Agrolatina,24A5021190,0.0,01/20/2025,7,IVORY,Clam
Agrolatina,24A5021272,0.0,01/27/2025,14,SWEET GLOBE,Bag
Agrolatina,24A5021436,0.0,02/21/2025,32,AUTUMN CRISP,Clam
Agrolatina,24A5021462,0.0,02/08/2025,19,AUTUMN CRISP,Clam
Agrolatina,24A5021483,0.0,01/23/2025,10,IVORY,Clam
Agrolatina,24A5022999,0.0,02/11/2025,12,AUTUMN CRISP,Clam
Agrolatina,24A5023043,392.0,03/12/2025,48,SWEET GLOBE,Bag
Agrolatina,24A5023193,720.0,02/06/2025,22,ALLISON,Clam
Agrolatina,24A5023207,640.0,01/18/2025,5,SWEET GLOBE,Clam
Agrolatina,24A5023228,640.0,02/11/2025,19,ALLISON,Clam
Agrolatina,24A5139044,210.0,03/17/2025,28,SWEET GLOBE,Clam
Agrolatina,24A5143234,0.0,02/22/2025,11,SWEET GLOBE,Clam
Agrolatina,24A5293311,0.0,03/01/2025,30,ALLISON,Clam
Agrolatina,24A5293543,0.0,02/12/2025,23,AUTUMN CRISP,Clam
Agrolatina,24A5293693,0.0,01/18/2025,5,SWEET GLOBE,Clam
Agrolatina,24A5293841,1280.0,02/11/2025,12,ALLISON,Clam
Agrolatina,24A5293991,0.0,01/29/2025,9,SWEET GLOBE,Clam
Agrolatina,24A5294072,480.0,02/19/2025,20,SWEET GLOBE,Clam
Agrolatina,24A5294215,1120.0,02/08/2025,19,SWEET GLOBE,Clam
Agrolatina,24A5294344,0.0,02/06/2025,17,ALLISON,Clam
Agrolatina,24A5294365,240.0,01/31/2025,11,IVORY,Clam
Agrolatina,24A5294540,0.0,02/01/2025,19,SWEET FAVORS,Clam
Agrolatina,24A5294940,480.0,03/01/2025,30,ALLISON,Clam
Agrolatina,24A5364641,240.0,02/10/2025,11,SWEET GLOBE,Clam
Agrolatina,24A5365503,0.0,04/02/2025,23,AUTUMN CRISP,Clam
Agrolatina,24A5366140,1600.0,02/24/2025,0,TIMCO,Clam
Agrolatina,24A5366351,0.0,05/08/2025,15,SWEET GLOBE,Clam
Agrolatina,24A5404321,0.0,01/25/2025,3,SWEET GLOBE,Clam
Agrolatina,24A5470405,0.0,03/15/2025,26,AUTUMN CRISP,Clam
Agrolatina,24A5470750,1280.0,02/24/2025,0,TIMCO,Clam
Agrolatina,24A5470956,0.0,01/21/2025,8,ALLISON,Clam
Agrolatina,24A5470961,0.0,04/24/2025,45,TIMCO,Clam
Agrolatina,24A5471021,0.0,04/28/2025,14,SWEET GLOBE,Clam
Agrolatina,24A5471171,1600.0,03/10/2025,0,AUTUMN CRISP,Bag
Agrolatina,24A5471309,80.0,02/24/2025,0,AUTUMN CRISP,Bag
Agrolatina,24A5471675,0.0,03/17/2025,32,IVORY,Bag
Agrolatina,24A5471865,0.0,04/02/2025,23,AUTUMN CRISP,Clam
Agrolatina,24A5471973,1040.0,02/24/2025,0,TIMCO,Clam
Agrolatina,24A5471994,0.0,02/19/2025,16,SWEET GLOBE,Clam
Agrolatina,24A5472157,560.0,02/17/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A5472286,0.0,03/04/2025,22,ALLISON,Clam
Agrolatina,24A5472291,0.0,04/06/2025,41,TIMCO,Clam
Agrolatina,24A5472331,240.0,01/15/2025,2,IVORY,Clam
Agrolatina,24A5473235,1600.0,03/03/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A5473533,1600.0,02/28/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A5473615,156.0,03/26/2025,51,CANDY DREAMS,Clam
Agrolatina,24A5473657,400.0,03/27/2025,31,COTTON CANDY,Clam
Agrolatina,24A5475201,160.0,02/17/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A5475330,0.0,03/27/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A5477061,0.0,02/12/2025,13,SWEET GLOBE,Clam
Agrolatina,24A5477821,0.0,04/04/2025,25,AUTUMN CRISP,Clam
Agrolatina,24A5478577,1600.0,03/11/2025,0,TIMCO,Clam
Agrolatina,24A5542726,960.0,03/05/2025,21,COTTON CANDY,Clam
Agrolatina,24A5547420,1600.0,02/24/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A5560313,0.0,01/21/2025,8,SWEET GLOBE,Clam
Agrolatina,24A5568299,0.0,03/12/2025,44,SWEET FAVORS,Clam
Agrolatina,24A5568982,0.0,01/31/2025,4,IVORY,Clam
Agrolatina,24A5719017,3.0,02/05/2025,20,SWEET GLOBE,Clam
Agrolatina,24A5776700,176.0,03/27/2025,18,ALLISON,Clam
Agrolatina,24A5783680,0.0,02/07/2025,20,SWEET GLOBE,Clam
Agrolatina,24A5786442,220.0,03/11/2025,22,SWEET GLOBE,Clam
Agrolatina,24A5803792,0.0,04/09/2025,36,TIMCO,Clam
Agrolatina,24A6017678,800.0,02/19/2025,15,SWEET GLOBE,Clam
Agrolatina,24A6017810,0.0,01/28/2025,10,SWEET GLOBE,Clam
Agrolatina,24A6021563,0.0,05/03/2025,60,SWEET FAVORS,Clam
Agrolatina,24A6023360,0.0,02/04/2025,8,SWEET GLOBE,Clam
Agrolatina,24A6025732,145.0,03/17/2025,41,CANDY DREAMS,Clam
Agrolatina,24A6025933,298.0,03/27/2025,67,CANDY SNAP,Clam
Agrolatina,24A6028731,0.0,02/12/2025,25,SWEET GLOBE,Clam
Agrolatina,24A6034471,720.0,04/21/2025,48,CANDY DREAMS,Clam
Agrolatina,24A6036221,0.0,03/31/2025,27,TIMCO,Clam
Agrolatina,24A6038815,648.0,04/08/2025,35,SWEET GLOBE,Bag
Agrolatina,24A6044525,297.0,03/17/2025,25,IVORY,Bag
Agrolatina,24A6060156,520.0,03/17/2025,21,SWEET GLOBE,Clam
Agrolatina,24A6060420,480.0,01/21/2025,8,CANDY SNAP,Clam
Agrolatina,24A6088812,1600.0,03/04/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A6090553,134.0,03/12/2025,29,SWEET GLOBE,Clam
Agrolatina,24A6092593,30.0,02/28/2025,40,SWEET GLOBE,Clam
Agrolatina,24A6095318,0.0,03/13/2025,30,SWEET GLOBE,Clam
Agrolatina,24A6096839,0.0,01/21/2025,18,CANDY SNAP,Clam
Agrolatina,24A6097532,590.0,04/02/2025,29,SWEET GLOBE,Clam
Agrolatina,24A6100008,0.0,03/31/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A6100604,0.0,02/13/2025,31,CANDY SNAP,Clam
Agrolatina,24A6106421,0.0,02/01/2025,25,SWEET GLOBE,Clam
Agrolatina,24A6112502,0.0,02/03/2025,16,IVORY,Clam
Agrolatina,24A6120492,10.0,03/01/2025,30,CANDY DREAMS,Clam
Agrolatina,24A6127088,0.0,02/21/2025,10,COTTON CANDY,Clam
Agrolatina,24A6127698,160.0,01/31/2025,24,SWEET GLOBE,Clam
Agrolatina,24A6127912,536.0,03/11/2025,40,SWEET GLOBE,Clam
Agrolatina,24A6129038,0.0,04/11/2025,32,TIMCO,Clam
Agrolatina,24A6133795,0.0,02/21/2025,34,SWEET GLOBE,Clam
Agrolatina,24A6135993,0.0,02/15/2025,33,SWEET GLOBE,Clam
Agrolatina,24A6154625,110.0,03/04/2025,42,CANDY SNAP,Clam
Agrolatina,24A6156593,0.0,02/12/2025,36,SWEET GLOBE,Clam
Agrolatina,24A6157483,0.0,01/27/2025,9,SWEET GLOBE,Clam
Agrolatina,24A6170209,0.0,02/12/2025,27,ALLISON,Clam
Agrolatina,24A6183823,90.0,02/25/2025,22,CANDY DREAMS,Clam
Agrolatina,24A6187834,179.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A6194849,1198.0,04/10/2025,38,COTTON CANDY,Clam
Agrolatina,24A6210214,800.0,02/24/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A6239223,529.0,03/11/2025,19,SWEET GLOBE,Clam
Agrolatina,24A6245930,27.0,03/27/2025,52,ALLISON,Clam
Agrolatina,24A6254491,0.0,04/11/2025,32,TIMCO,Clam
Agrolatina,24A6279020,0.0,03/11/2025,26,ALLISON,Clam
Agrolatina,24A6364675,40.0,03/19/2025,30,IVORY,Clam
Agrolatina,24A6382220,238.0,02/27/2025,16,SWEET GLOBE,Clam
Agrolatina,24A6408876,0.0,02/19/2025,15,SWEET GLOBE,Clam
Agrolatina,24A6451553,80.0,01/21/2025,18,SWEET GLOBE,Clam
Agrolatina,24A6454758,0.0,01/17/2025,16,ALLISON,Clam
Agrolatina,24A6523416,0.0,04/16/2025,43,TIMCO,Clam
Agrolatina,24A6558794,0.0,02/18/2025,14,SWEET GLOBE,Clam
Agrolatina,24A6560277,0.0,03/14/2025,31,TIMCO,Clam
Agrolatina,24A6563912,0.0,01/21/2025,18,SWEET GLOBE,Clam
Agrolatina,24A6583138,155.0,03/12/2025,34,SWEET GLOBE,Bag
Agrolatina,24A6583312,0.0,02/13/2025,41,CANDY SNAP,Clam
Agrolatina,24A6587920,0.0,01/27/2025,24,SWEET GLOBE,Clam
Agrolatina,24A6590862,0.0,04/06/2025,33,TIMCO,Clam
Agrolatina,24A7314756,291.0,02/28/2025,22,SWEET GLOBE,Bag
Agrolatina,24A7314910,60.0,03/29/2025,40,IVORY,Clam
Agrolatina,24A7318068,424.0,04/12/2025,39,ALLISON,Bag
Agrolatina,24A8004043,815.0,04/10/2025,45,COTTON CANDY,Clam
Agrolatina,24A8004383,0.0,03/29/2025,37,TIMCO,Clam
Agrolatina,24A8015186,0.0,04/04/2025,60,SWEET GLOBE,Clam
Agrolatina,24A8015360,0.0,01/30/2025,17,CANDY SNAP,Clam
Agrolatina,24A8015421,0.0,02/08/2025,24,SWEET GLOBE,Clam
Agrolatina,24A8015545,0.0,02/24/2025,32,SWEET GLOBE,Clam
Agrolatina,24A8015587,0.0,02/18/2025,29,SWEET FAVORS,Clam
Agrolatina,24A8015669,7.0,02/19/2025,37,CANDY SNAP,Clam
Agrolatina,24A8015695,0.0,01/21/2025,8,ALLISON,Clam
Agrolatina,24A8015735,0.0,01/21/2025,8,IVORY,Clam
Agrolatina,24A8015740,0.0,01/27/2025,14,SWEET GLOBE,Clam
Agrolatina,24A8016095,0.0,03/22/2025,33,TIMCO,Clam
Agrolatina,24A8016222,12.0,02/19/2025,37,CANDY SNAP,Clam
Agrolatina,24A8016238,0.0,03/06/2025,17,SWEET GLOBE,Clam
Agrolatina,24A8016259,400.0,04/17/2025,45,TIMCO,Clam
Agrolatina,24A8016346,0.0,01/21/2025,8,SWEET FAVORS,Clam
Agrolatina,24A8016393,0.0,02/17/2025,25,AUTUMN CRISP,Clam
Agrolatina,24A8016475,1600.0,02/17/2025,0,TIMCO,Clam
Agrolatina,24A8016536,0.0,01/30/2025,7,SWEET GLOBE,Clam
Agrolatina,24A8016855,0.0,01/27/2025,14,SWEET GLOBE,Clam
Agrolatina,24A8016897,2.0,02/14/2025,32,SWEET GLOBE,Clam
Agrolatina,24A8017039,229.0,03/12/2025,48,SWEET GLOBE,Bag
Agrolatina,24A8017189,0.0,01/28/2025,15,SWEET GLOBE,Bag
Agrolatina,24A8017933,0.0,01/30/2025,7,AUTUMN CRISP,Clam
Agrolatina,24A8017980,0.0,01/23/2025,10,ALLISON,Clam
Agrolatina,24A8018181,142.0,03/15/2025,16,SWEET GLOBE,Clam
Agrolatina,24A8018502,55.0,02/28/2025,46,SWEET GLOBE,Bag
Agrolatina,24A8018781,0.0,01/20/2025,7,CANDY SNAP,Clam
Agrolatina,24A8018797,95.0,02/04/2025,22,SWEET GLOBE,Bag
Agrolatina,24A8018903,105.0,03/11/2025,47,SWEET GLOBE,Bag
Agrolatina,24A8019345,0.0,01/21/2025,8,ALLISON,Clam
Agrolatina,24A8019495,0.0,01/30/2025,7,AUTUMN CRISP,Clam
Agrolatina,24A8019617,400.0,01/28/2025,5,SWEET GLOBE,Clam
Agrolatina,24A8019664,0.0,02/18/2025,26,ALLISON,Clam
Agrolatina,24A8019978,0.0,02/12/2025,30,ALLISON,Clam
Agrolatina,24A8019983,0.0,02/01/2025,19,CANDY SNAP,Clam
Agrolatina,24A8020032,0.0,04/28/2025,14,SWEET GLOBE,Clam
Agrolatina,24A8020095,0.0,01/21/2025,8,SWEET GLOBE,Clam
Agrolatina,24A8020182,240.0,01/29/2025,16,IVORY,Clam
Agrolatina,24A8020238,0.0,01/31/2025,8,AUTUMN CRISP,Clam
Agrolatina,24A8020639,720.0,01/29/2025,6,SWEET GLOBE,Clam
Agrolatina,24A8021023,0.0,04/10/2025,31,TIMCO,Clam
Agrolatina,24A8021070,560.0,02/17/2025,0,TIMCO,Clam
Agrolatina,24A8021110,0.0,02/22/2025,30,AUTUMN CRISP,Clam
Agrolatina,24A8021281,80.0,01/23/2025,10,ALLISON,Clam
Agrolatina,24A8021337,0.0,01/23/2025,10,ALLISON,Clam
Agrolatina,24A8021450,0.0,02/13/2025,31,SWEET GLOBE,Bag
Agrolatina,24A8021713,155.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A8022143,0.0,02/01/2025,19,CANDY SNAP,Clam
Agrolatina,24A8022225,0.0,02/22/2025,30,AUTUMN CRISP,Clam
Agrolatina,24A8022354,0.0,02/18/2025,36,SWEET FAVORS,Clam
Agrolatina,24A8022499,33.0,02/28/2025,36,SWEET GLOBE,Bag
Agrolatina,24A8022586,0.0,03/17/2025,35,TIMCO,Clam
Agrolatina,24A8022673,0.0,02/12/2025,20,AUTUMN CRISP,Clam
Agrolatina,24A8022689,160.0,03/10/2025,28,TIMCO,Clam
Agrolatina,24A8022797,0.0,02/05/2025,13,SWEET GLOBE,Clam
Agrolatina,24A8023094,0.0,01/29/2025,16,SWEET GLOBE,Clam
Agrolatina,24A8023134,0.0,01/28/2025,15,SWEET GLOBE,Clam
Agrolatina,24A8023242,0.0,03/12/2025,16,TIMCO,Clam
Agrolatina,24A8023448,0.0,04/06/2025,37,TIMCO,Clam
Agrolatina,24A8023474,0.0,04/07/2025,38,TIMCO,Clam
Agrolatina,24A8023793,0.0,01/23/2025,10,ALLISON,Clam
Agrolatina,24A8023896,0.0,04/07/2025,38,TIMCO,Clam
Agrolatina,24A8023920,880.0,01/22/2025,9,SWEET FAVORS,Clam
Agrolatina,24A8023936,0.0,04/04/2025,32,SWEET GLOBE,Clam
Agrolatina,24A8024038,0.0,04/30/2025,16,SWEET GLOBE,Clam
Agrolatina,24A8024104,31.0,03/11/2025,47,SWEET GLOBE,Bag
Agrolatina,24A8024254,0.0,02/12/2025,23,AUTUMN CRISP,Clam
Agrolatina,24A8024491,0.0,01/22/2025,9,SWEET GLOBE,Clam
Agrolatina,24A8024510,0.0,01/29/2025,6,SWEET GLOBE,Clam
Agrolatina,24A8024526,0.0,02/27/2025,35,ALLISON,Clam
Agrolatina,24A8024634,240.0,02/21/2025,29,AUTUMN CRISP,Clam
Agrolatina,24A8024790,0.0,04/30/2025,16,SWEET GLOBE,Clam
Agrolatina,24A8024803,160.0,04/03/2025,31,SWEET GLOBE,Clam
Agrolatina,24A8030470,0.0,04/10/2025,28,TIMCO,Clam
Agrolatina,24A8033782,1.0,02/17/2025,32,CANDY SNAP,Clam
Agrolatina,24A8034259,180.0,04/14/2025,42,TIMCO,Bag
Agrolatina,24A8034670,18.0,02/25/2025,22,CANDY DREAMS,Clam
Agrolatina,24A8035297,445.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A8039440,120.0,03/31/2025,56,SWEET GLOBE,Bag
Agrolatina,24A8039841,1600.0,12/07/2024,0,ALLISON,Clam
Agrolatina,24A8042495,960.0,03/14/2025,32,AUTUMN CRISP,Clam
Agrolatina,24A8044435,180.0,03/29/2025,25,IVORY,Clam
Agrolatina,24A8045283,280.0,03/06/2025,17,SWEET GLOBE,Clam
Agrolatina,24A8051753,346.0,03/14/2025,25,SWEET GLOBE,Clam
Agrolatina,24A8052992,150.0,03/05/2025,27,SWEET GLOBE,Clam
Agrolatina,24A8056539,0.0,04/04/2025,28,COTTON CANDY,Clam
Agrolatina,24A8057561,40.0,03/26/2025,50,CANDY DREAMS,Clam
Agrolatina,24A8059374,130.0,04/19/2025,46,ALLISON,Bag
Agrolatina,24A8069887,0.0,02/10/2025,28,SWEET GLOBE,Clam
Agrolatina,24A8070424,0.0,02/12/2025,40,SWEET GLOBE,Clam
Agrolatina,24A8070810,0.0,02/06/2025,24,ALLISON,Clam
Agrolatina,24A8085110,0.0,03/08/2025,48,ALLISON,Clam
Agrolatina,24A8086077,231.0,03/05/2025,27,SWEET GLOBE,Clam
Agrolatina,24A8092260,0.0,01/21/2025,12,SWEET GLOBE,Clam
Agrolatina,24A8092315,160.0,03/29/2025,40,IVORY,Clam
Agrolatina,24A8094956,0.0,03/31/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A8099496,0.0,01/22/2025,19,ALLISON,Clam
Agrolatina,24A8101530,0.0,03/03/2025,27,AUTUMN CRISP,Clam
Agrolatina,24A8104269,0.0,02/07/2025,22,ALLISON,Clam
Agrolatina,24A8114712,0.0,02/06/2025,10,ALLISON,Clam
